,Sentences,Labels
329,det blev en dejlig dag  som gjorde ham både glad og taknemmelig og som gjorde mig så stolt,0
444,gud give os alle et glædeligt nytår,0
6556,et rigt og velfungerende samfund,1
5145,der var kun 70 centimeter mellem hvert dæk  så det var bedst at ligge ned  hvis der ellers var plads,1
1786,hvor kom vi til kort,0
4526,fremtiden,1
3916,det isolerer vi ved en meget høj og stærk mur  og så kan vi holde alt udefra ude,1
817,hvis det fri og tolerante velfærdssamfund vi hidtil har kendt  og som har værdi for os  skal kunne fortsætte  er det nødvendigt  at disse problemer finder en løsning,0
704,alle kender det lille ord  tak,0
2594,jeg ønsker alle på færøerne et godt nytår,0
4965,det er ikke retfærdigt,1
4441,vi kan jo ikke betale gæld i udlandet med danske kroner,1
6080,endvidere vil der også i morgen blive flaget på halvt fra alle officielle bygninger,1
6354,sammen skal vi tage de trygge og solide skridt  der bringer danmark videre,1
3303,og det er for få,1
617,men vi skal ikke overse den selvtilstrækkelighed  som også kan karakterisere os danskere lad os gøre et nytårsforsæt,0
2582,begge de to samfund er inde i en vældig udvikling og står over for væsentlige afgørelser,0
4695,vi vil indbyde alle folketingets partier til forhandlinger,1
4114,mange er allerede i gang med at omstille sig,1
4704,ja  i indokina er der stadigvæk krig,1
188,vi lever i et samfund  et fællesskab som vi selv er med til at udforme,0
2325,men lad os ikke foragte de gode tider af den grund   det ville dog være den største utaknemmelighed,0
2925,det er en glæde for både kronprinsparret  prins joachim  prinsesse marie og deres børn  at så mange følger levende med og deltager i alt  hvad der sker i de unge generationer,0
6210,robotter klarer det hårde arbejde,1
6505,et nyt liv er begyndt,1
2505,lad os vise hjælpsomhed og tolerance og ansvarlighed over for andre i erkendelse af  at vi selv har behov for  at andre gør det samme over for os,0
3061,hvad vil vi finde der  når vi lukker op,0
5793,vi må nødvendigvis være ydmyge overfor disse opgaver  men også vide  hvad vi vil,1
6009,både fra borgere  i medier og på nettet,1
2651,vi må også tænke på  hvordan vi personligt forholder os til hinanden og til os selv,0
4416,det er vigtigt  at vi gør op med os selv og hinanden  hvilke idéer og holdninger vi vil bygge fremtiden på,1
4324,den fjerde søndag i advent,1
4229,et år som viste os   og lærte os   at vi skal kæmpe for at holde fast i fremskridtet   og vi skal kæmpe for at holde fast i de ting  vi har opnået,1
1258,lad os ikke tabe modet  men fortrøstningsfuldt ønske hinanden et glædeligt nytår,0
3082,lad os hellere prøve  om vi ikke af de gamle kan lære lidt af det tålmod  som de viste over for livets tilskikkelser,0
1383,en særlig nytårshilsen sender jeg til det danske mindretal i sydslesvig,0
242,jeg ønsker dem hver og én  henover alle tidszoner  et godt nytår,0
5947,de får tilbud om uddannelse,1
1682,vi er så bange for at tage fejl  det vil sige bange for at tage ansvar,0
1681,det giver alle noget at tænke over,0
158,hvad du ønsker  skal du få  har mange af os sunget med den gamle julesang  men vi ved jo godt  at helt så nemt er det ikke,0
4408,ja  de må så til gengæld have lidt mere tålmodighed,1
4504,det enkelte menneske  de folkelige bevægelser  eksperter og ikke eksperter  kunstnere  ja  alle må bidrage til den debat  der ligesom kan hæve os op over småligheden og lede os ind på en vej  der fører danmark helt igennem krisen og frem til en ny  jeg vil kalde det åndelig  social og menneskelig fremgang,1
4349,hvad er egentlig et samfundsrigdom,1
1375,jeg glæder mig til at gense grønland og til atter at mødes med grønlænderne både i nuuk og mange andre steder,0
1553,det har rørt ikke blot min søster og min mand  men hele familien  at så mange har sluttet op om de to festdage,0
4523,derfor er vi i fuld gang med at flytte statslige arbejdspladser,1
1428,for mange er det at blive ældre vanskeligt at affinde sig med,0
2100,de varme følelser  som da kom til udtryk  er en kilde til glæde og inspiration for os alle sammen,0
1273,i kom ikke hjem til danmark for 100 år siden,0
3593,jeg ønsker et dagpengesystem  hvor færre mister dagpengene,1
5687,kig selv på skattekortet,1
3160,også til nytårsfesten i aften,0
2897,det kan jeg godt forstå  men vi er alle nødt til at holde ud,0
44,jeg tror ikke  vi ukritisk skal tage imod alt nyt  for så mister vi fodfæstet og bliver rodløse  men afviser vi til gengæld det hele som noget fremmed og fjendtligt  går vi i stå hver enkelt af os og med os vort samfund,0
4744,jeg mener tværtimod,1
6518,i år er det 80 året for befrielsen,1
767,for i 1979 skal grønlands befolkning tage stilling til indførelse af en hjemmestyreordning  som færøerne allerede har det,0
2749,det varmer  ligesom også prinsgemalen er rørt over al den venlighed  der kom til udtryk ved hans 75 års fødselsdag,0
3205,til dem vil jeg i aften rette min tak for deres trofasthed overfor deres gamle fædreland og af hjertet ønske dem et godt nyt år,0
5213,i det nye år fylder lise nørgaard 100 år,1
143,i flere år har unge danske mænd og kvinder  civile og militære  gjort tjeneste på det krigshærgede balkan,0
6046,jeg tror  at den manglende tillid har sit udspring flere steder  løfter  der ikke blev holdt,1
5878,ellers mister vi det  der er vores egentlige mål med alt det  vi gør i politik   at sikre de grundlæggende sociale og menneskelige værdier  som holder os sammen,1
2595,vi har hver vores identitet og kultur og hver vort sprog,0
847,store krav og udfordringer stilles i disse tider til det danske forsvar  og vi véd alle  at det kommende år kan blive særlig krævende for de mænd og kvinder  som har deres gerning dér,0
961,det er noget  som vi skal være meget opmærksomme på og hjælpe hinanden med at modarbejde,0
5621,der er rift om det særlige  vi kan,1
6440,vi skal passe på vores ældre,1
3784,og vi handler og tager ansvar,1
210,også vi kan have brug for både at kunne se tilbage og frem,0
4175,ja  i det hele taget friheden til at forme vort eget samfund,1
5347,vi tager også fat på det problem  at alt for mange danskere ikke har mulighed for at få deres egen praktiserende læge,1
5718,det kan vi godt tillade os at være stolte over,1
2550,man kan heller ikke besidde den som noget  andre ikke skal have  for så er der jo slet ikke tale om frihed,0
4972,for vi trænger til et opgør med modeordet om  at alting altid bare er de andres skyld eller samfundets,1
398,i sommer kunne prinsen og jeg besøge både færøerne og grønland  også dér fulgte dronning ingrids tanker os på rejsen  og vi følte klart de nære bånd  som knyttede både hende og os til begge folk,0
5191,men eksemplet viser i hvert fald  at der er muligheder  som vi hittil ikke har forstået at udnytte,1
3814,hun var bornholmer   otte år gammel  da nexø blev bombet  mens resten af danmark fejrede befrielsen,1
995,særligt i nedgangstider er der behov for fortsat at tage et aktivt medansvar,0
6105,efter midnat dansk tid stod jeg ude på vores lille altan,1
4152,vi har et skattetryk  som er for højt,1
6409,det må vi ændre,1
6048,i årene fra 1983 til 1986 oplevede det danske samfund en ganske enestående fremgang i investeringer  i produktion og beskæftigelse,1
2327,jeg kan ikke se tilbage på året  der er gået  uden at nævne prins henriks død,0
325,min moder  dronning ingrid  døde en novemberdag da solen gik ned,0
4385,efterlønsordningen rammer lige ned i de to store udfordringer  vi skal bruge af vores fælles kasse med omhu,1
3892,hele verden blev ramt af en dyb økonomisk krise  som vi endnu ikke har set det sidste af,1
3380,det kan også betyde et knæk for dem  der har været 10  20 eller flere år på samme arbejdsplads  og som måske i en alder af 50 år pludselig må stille sig selv det spørgsmål  om han eller hun skal begynde helt forfra,1
850,det år  som vi nu tager afsked med  er også en optakt til noget helt nyt for det danske samfund,0
3553,det går godt i danmark,1
2479,løft hovedet  frisk mod,0
1130,jeg har mange år bag mig,0
1892,jeg tror  at det i særlig grad er de unge  som er udsatte,0
1458,det har vi egentlig selv,0
2649,den frihed og det demokrati  som den vestlige verden i hele den lange efterkrigsperiode har været forpligtet på og har været rede til at forsvare med både hånd og mund,0
5233,de sidste år har lært os noget om sammenhængen mellem indkomststigninger og reallønnen,1
4023,vores mindste børn har fået flere voksne omkring sig i vuggestuen og børnehaven,1
3971,og at enes om en meget omfattende lovgivning,1
4624,eller til at beboeren på plejehjemmet kan komme ud at gå en tur,1
5390,at være konsekvente både i forhold til volden og i forhold til dens årsager,1
5901,vi har jo set en tv serie  matadoren  der fortæller om en middelby i 30 erne,1
4128,yderliggående grupper,1
2,hvem vil lege med mig,0
1402,en hilsen med gode nytårsønsker til alle danske uden for landet  til de danske syd for grænsen  og til vore gæster i danmark,0
4519,vi kan være egoistiske og prøve at læse de fælles bjørter over på naboen,1
5187,for 40 år siden blev det første danske reagensglasbarn født,1
5254,begrebet ansvar stiller ikke mindst krav til folk  der klarer sig bedre end de fleste,1
386,vi har et grundfæstet fællesskab  som vi er stolte af,0
678,at så mange tager del i alt  hvad der rører sig i vor familie og glæder sig med os  berører os alle dybt og fylder os med taknemmelighed,0
2491,vi bliver mindet om  at vi skal møde det ukendte med nysgerrighed  videbegær og opfindsomhed   snarere end frygt,0
2805,lad os omskrive det udtryk  lad os bære nytåret ind hos hinanden og ønske et godt og glædeligt nytår for hinanden og vort land,0
5117,sådan var det dengang,1
1950,det kan være fristende at holde dom over det forgangne år og give det karakter som godt eller dårligt,0
2047,når jeg udtrykker mine nytårsønsker til forsvar  politi og alle andre  hvis opgave det er at værne om vort land og vor dagligdag  må jeg sende en særlig hilsen til det unge værnepligtige mandskab  som i år også omfatter mine egne sønner,0
6073,det er så lidt  der skal til for at skabe noget mere glæde i hverdagen,1
2746,at forholdet til prins joachim og prinsesse marie er løbet ind i vanskeligheder  gør mig ondt,0
636,samtidig fortsætter arbejdet med de opgaver  som forsvaret pålægges,0
1492,godt nytår,0
2116,det er nødvendigt at holde den nationale egoisme i tømme  og de førende lande må i fællesskab med os andre søge at finde en vej ud af krisen,0
1785,også til dem  og til de danske syd for grænsen  går min nytårshilsen,0
3719,alle bidrag tæller,1
3591,vi skylder jer og jeres familier og pårørende en stor tak,1
94,året har været præget af den store indsats  som gøres internationalt  og det er tydeligt  at der står respekt om det danske forsvar og dets personel,0
3876,på bedre sundhed,1
3357,hvor stadig flere har fået muligheder  som vores forældre ikke havde,1
1352,et vanskeligt år er langt,0
3699,der er i øjeblikket en bølge af arbejdsløshed over store dele af verden,1
2952,derfor må vi tage vare på det og på hinanden,0
149,vi har   set med verdens øjne   en høj levestandard  og hver enkelt har mulighed for at give sine børn det væsentligste af alt   en opvækst i tryghed og kærlighed,0
5564,jeg tror  at mange har det ligesom jeg  nytåret er den tid på året  hvor vi gør status,1
2029,alligevel er det smilene og den varme velkomst  jeg får alle vegne  som står klarest,0
3670,måske slår både uret og hjertet lidt roligere,1
4773,det er det øvrige samfund på nakken,1
3829,de har familier og pårørende  som trækker deres store del af læsset herhjemme,1
4688,hvordan skulle vi dengang kunne tro på den velstand  den socialtid,1
2585,er det ikke et helt andet sted  man skal søge grunden til den usikkerhed og ængstelse  vi føler,0
4757,må de ikke holde det ud,1
6014,vi står over for en betydelig udfordring,1
1903,skønt den isnende polarisering er borte  er usikkerhedens og ufredens tider langt fra forbi  end ikke her på vort eget kontinent,0
2254,er det ved at dukke op også hos os,0
717,dem  der passer os  når vi er indlagt på sygehuset  eller plejer os  når vi ikke længere kan klare os selv,0
2318,ved årets udgang går mine tanker også til alle landsmænd uden for landets grænser med en tak for den trofasthed  de viser deres gamle land,0
